session_id,x_m,y_m,zone_id,zone_name,n_visible,rssi_A1,rssi_A2,rssi_A3,rssi_A4
0,14.976616999058022,5.126447162382398,6,Z1_2,3,-88.50463959093871,-75.35118106619919,-105.0,-77.80419371159923
0,15.089341119754826,4.8231980966076025,7,Z1_3,3,-87.19288661117322,-74.12774361424695,-87.99207001245553,-105.0
0,14.696508337538514,4.7879847415587795,6,Z1_2,3,-82.76059328308433,-105.0,-83.66087174193916,-77.03130166258316
0,14.758106279796063,4.5508819708308685,6,Z1_2,4,-84.69820585413079,-77.86378371187153,-87.47062299025019,-76.5747108344507
0,14.781322412102735,4.2125505517449415,6,Z1_2,4,-83.66112053514735,-72.3244950648728,-84.43113035549608,-76.8212793474994
0,14.749355290467005,3.815513286315662,2,Z0_2,4,-86.15508022012841,-75.38923234587976,-80.71065126495347,-81.87201402622347
0,14.82047794844629,4.244848009835654,6,Z1_2,4,-85.39402218099038,-76.3053574703177,-82.5409954278918,-79.37427249286414
0,14.834720522053347,4.663896545242431,6,Z1_2,4,-85.70693858027559,-74.89435640615204,-83.13423271773304,-79.28403363815652
0,14.883417770131905,4.266956311222159,6,Z1_2,4,-84.35490163217685,-73.41109119929897,-83.80442205790303,-76.74168902460572
0,14.738706522889595,4.484686349986719,6,Z1_2,3,-105.0,-74.09680811598794,-87.72033157812602,-79.74231194714993
0,14.643704317398537,4.800783042396662,6,Z1_2,4,-81.80463529041997,-80.94649869489388,-83.56183130851505,-77.6354567404283
0,14.316971938534008,4.802968256949007,6,Z1_2,4,-79.30610528635923,-76.88930523959036,-87.74383937325143,-78.04835278108725
0,14.198095633101723,5.088993103674032,6,Z1_2,3,-86.86883309223052,-105.0,-88.65463200681495,-76.49211408210532
0,14.631908289891161,5.288666192843211,6,Z1_2,4,-75.66953058387143,-75.06765986572599,-87.70144879264112,-84.24449407042454
0,14.388506312969925,5.304371049587745,6,Z1_2,4,-84.7339036388901,-79.7048928833341,-89.6068042944517,-79.48918022859705
0,14.836780264072232,5.25444148973383,6,Z1_2,3,-88.08914973609998,-78.93879309022721,-87.03837552551725,-105.0
0,14.459252641695436,5.628947851080541,6,Z1_2,3,-80.454524935231,-76.2027723195031,-85.77718672001389,-105.0
0,14.62434543491856,5.4513144231588715,6,Z1_2,3,-84.97802268398449,-77.64643819747131,-105.0,-81.00352227762475
0,14.958001145066108,5.485071878038765,6,Z1_2,4,-80.43308112795586,-75.90739315128867,-82.9472891646134,-83.51833754121469
0,14.61813481621731,4.708242785750965,6,Z1_2,3,-80.67473357802504,-77.88392310807299,-105.0,-84.90395741197462
0,14.215190873480703,4.620556707934206,6,Z1_2,4,-84.29215944954258,-81.39288811266498,-89.06547573114845,-72.4496630820482
0,14.1783659778019,4.304712263028257,6,Z1_2,4,-78.74220865806174,-78.83056502963034,-85.46971647796882,-76.83085370441486
0,14.504548603404432,4.278073514027362,6,Z1_2,3,-83.44755545316936,-77.06399727897349,-83.51337932918061,-105.0
0,14.536198029571763,3.918344854186013,2,Z0_2,4,-77.83046941187426,-70.27354120867608,-83.89112956056695,-81.59039086267013
0,14.562472952086477,3.616359194525174,2,Z0_2,4,-89.31976969151502,-71.88005133620652,-83.78828636386658,-82.90636578707118
0,14.537275214265788,3.9816154457354207,2,Z0_2,4,-79.70551492636098,-82.75427841944314,-85.7415226575012,-78.70980926294536
0,15.103918903575163,3.6526227578605863,3,Z0_3,4,-83.13456116699922,-71.32932891063889,-86.32223462378023,-79.03900225002062
0,14.734853797824647,3.7697474672073183,2,Z0_2,3,-81.96994730504156,-105.0,-83.00833206483392,-84.04403378370715
0,14.314960754966773,3.6683757305632785,2,Z0_2,4,-83.82524165033146,-78.74754650747394,-87.01399825919101,-78.73417185650365
0,14.32216411229003,3.359764759100548,2,Z0_2,4,-79.03960008300832,-81.01379175366337,-86.87237081533311,-78.17649454644864
0,14.403540481286651,3.116611914699452,2,Z0_2,3,-83.21786427956974,-73.78883372491278,-84.40704298898194,-105.0
0,14.29768687308881,2.754111011667494,2,Z0_2,3,-79.36111906034327,-76.6440192906025,-105.0,-79.8953952510056
0,14.35309852322122,2.6368763217021027,2,Z0_2,4,-84.44954302415837,-80.24693619346061,-80.53096251069265,-81.95058505011635
0,14.556794872715203,2.283476001237146,2,Z0_2,3,-83.26244885514274,-72.04198658771983,-105.0,-81.3298569646433
0,14.880210993523665,2.271721784504333,2,Z0_2,3,-81.68409126700217,-78.94123840498675,-89.6139047858476,-105.0
0,15.339132743194744,2.4044903977311023,3,Z0_3,4,-84.69653081912156,-67.99406649926397,-85.6337090840246,-82.86251591321985
0,15.419491245132605,2.2265673808477007,3,Z0_3,3,-105.0,-70.53839528075667,-89.12316236375983,-79.06158469779031
