session_id,x_m,y_m,zone_id,zone_name,n_visible,rssi_A1,rssi_A2,rssi_A3,rssi_A4
0,8.784968610610315,3.370933403374188,2,Z0_2,3,-67.30766035541214,-70.88277255344072,-105.0,-76.84541791627893
0,8.897692731307119,3.0676843375993923,2,Z0_2,3,-65.8816814207701,-70.74533367633299,-70.89414183895217,-105.0
0,8.504859949090807,3.0324709825505693,2,Z0_2,3,-59.03684199780062,-105.0,-66.81899494706167,-75.37024374722554
0,8.566457891348357,2.7953682118226584,2,Z0_2,4,-60.94512947404959,-75.28503607077845,-69.57965172825719,-74.96914402336809
0,8.589674023655029,2.4570367927367314,2,Z0_2,4,-60.0718437450261,-70.801336342928,-64.94991468436179,-75.17551021041936
0,8.557706902019298,2.059999527307452,2,Z0_2,4,-63.25622088778481,-75.00887455392427,-59.13327537224716,-80.09390401521648
0,8.628829559998584,2.4893342508274445,2,Z0_2,4,-62.05358063967843,-74.70664701723553,-63.16111993582971,-77.80707609656318
0,8.64307213360564,2.9083827862342213,2,Z0_2,4,-62.645996412587046,-71.97850343886493,-65.62498134146874,-77.86039698664678
0,8.691769381684198,2.511442552213949,2,Z0_2,4,-61.43098686168104,-71.78094277243484,-64.44845701144929,-75.29435682220718
0,8.547058134441889,2.7291725909785085,2,Z0_2,3,-105.0,-71.71800685216144,-69.56886647067962,-78.0822101076262
0,8.45205592895083,3.0452692833884525,2,Z0_2,4,-57.751107537043204,-77.55414792526591,-66.83929623300246,-75.87074916144242
0,8.125323550086302,3.0474544979407967,2,Z0_2,4,-52.66700413958863,-73.47127298358829,-71.5372296750995,-75.6089550008178
0,8.006447244654016,3.3334793446658217,2,Z0_2,3,-61.30692618523105,-105.0,-73.63508011375474,-73.83877246367433
0,8.440259901443454,3.533152433835,2,Z0_2,4,-53.45592722010802,-70.09975273563609,-72.73026885740944,-82.6085723521822
0,8.196857924522218,3.5488572905795346,2,Z0_2,4,-61.524069807763325,-74.76977256175742,-74.99557202619766,-77.31023194605751
0,8.645131875624525,3.4989277307256192,2,Z0_2,3,-66.65367295914737,-74.03576586504359,-71.73535893213584,-105.0
0,8.267604253247729,3.8734340920723302,2,Z0_2,3,-59.213030207302374,-70.2053852071185,-72.07040198970364,-105.0
0,8.432697046470853,3.69580066415066,2,Z0_2,3,-63.449034900813345,-72.14032569959802,-105.0,-79.41187651965818
0,8.766352756618401,3.7295581190305533,2,Z0_2,4,-60.2480711340732,-70.14354676951469,-68.29427086138695,-82.6953827322177
0,8.426486427769603,2.952729026742753,2,Z0_2,3,-56.16541103203542,-74.77732594763323,-105.0,-83.06351455664064
0,8.023542485032996,2.865042948925994,2,Z0_2,4,-55.563278744347805,-78.48738148542299,-72.37752664119415,-69.77884767951437
0,7.986717589354193,2.549198504020045,1,Z0_1,4,-48.75502942137174,-76.77753381474673,-67.63565654912023,-74.07014696666721
0,8.312900214956725,2.522559755019149,2,Z0_2,3,-57.4670567114464,-75.20618453977774,-64.83698681237024,-105.0
0,8.344549641124056,2.1628310951778005,2,Z0_2,4,-53.10269012930067,-69.44497873083884,-63.39107523593438,-79.45993705436568
0,8.37082456363877,1.8608454355169615,2,Z0_2,4,-66.13511772852387,-71.88727504986394,-61.505992620934336,-80.79239145347711
0,8.345626825818082,2.2261016867272083,2,Z0_2,4,-54.74529640445213,-81.75142475965448,-65.56752935682479,-76.58818739122931
0,8.912270515127457,1.897108998852374,2,Z0_2,4,-62.56926209923754,-71.7637013172738,-63.10357901972166,-77.80955792477555
0,8.54320540937694,2.014233708199106,2,Z0_2,3,-59.13983442125756,-105.0,-61.188005678361904,-82.23437003400913
0,8.123312366519066,1.912861971555066,2,Z0_2,4,-58.87933711296139,-78.42160071822794,-65.87165291723599,-76.20964063094881
0,8.130515723842324,1.6042510000923356,2,Z0_2,4,-56.16786953794552,-81.45522643431917,-64.02545095274186,-75.66518472398023
0,8.211892092838944,1.3610981556912394,2,Z0_2,3,-62.05507015314747,-74.88824001517492,-59.66703691202948,-105.0
0,8.106038484641104,0.9985972526592817,2,Z0_2,3,-59.90322084576181,-78.43401039941699,-105.0,-77.37147946402058
0,8.161450134773514,0.8813625626938902,2,Z0_2,4,-65.64576944094377,-82.35208526084566,-53.4029886860028,-79.51087096318444
0,8.365146484267497,0.5279622422289333,2,Z0_2,3,-66.21117633211185,-75.15162495614287,-105.0,-79.17407871783813
0,8.688562605075958,0.5162080254961202,2,Z0_2,3,-65.07316245301226,-82.59485430391743,-56.266757079616696,-105.0
0,9.147484354747037,0.6489766387228894,2,Z0_2,4,-68.40711398424018,-72.1873271349361,-52.100960120090086,-81.7121376689291
0,9.227842856684898,0.47105362183948774,2,Z0_2,3,-105.0,-75.31561980096822,-55.49897191286502,-77.9804092154043
0,9.120867615555929,0.0556252941707322,2,Z0_2,3,-105.0,-77.69593642907178,-51.39135408854497,-78.55379695695824
0,9.437718798346204,0.1670845386284699,2,Z0_2,4,-68.88384535400094,-77.28410367853988,-52.24055300358327,-73.95021135807235
0,9.47102583560803,0.5144982538330842,2,Z0_2,4,-68.35907802483402,-78.86467441374674,-57.14604257531932,-85.79333567297127
0,9.23162517259876,0.4182891421989215,2,Z0_2,4,-67.95887947422443,-77.79330531533645,-53.2304316095127,-78.89198869001359
0,9.491392545258343,0.7905971164614489,2,Z0_2,4,-64.4192966846402,-75.65178614890215,-51.90179189303082,-79.56101765065577
0,9.557951068889686,1.24912581690604,2,Z0_2,4,-66.8289204884928,-76.00095409480096,-56.98651694807347,-80.04962575377036
0,9.694337291871078,1.6886443151032084,2,Z0_2,3,-105.0,-78.81155753387301,-70.9472363992048,-80.5847535555205
0,9.538241456571633,1.308911978833445,2,Z0_2,3,-67.44782078797203,-75.30136383544924,-56.352488416997424,-105.0
0,9.449471891000178,1.0924904124654682,2,Z0_2,4,-68.49613473400031,-71.22977069760097,-57.49818712978319,-74.77009242043465
0,9.355359681407682,1.3976339916626328,2,Z0_2,4,-65.58211305302352,-79.64253830768169,-56.75130218909919,-80.44331150019352
0,9.380126271518577,1.0297113291176574,2,Z0_2,4,-68.6181792980871,-76.04438371752563,-54.30312588944776,-82.14355227329484
0,9.409768071599443,0.8832186593907642,2,Z0_2,4,-68.54814282635412,-76.7198097549034,-55.738454981968324,-82.34852579884001
0,9.793197584449214,0.8883328652459803,2,Z0_2,3,-105.0,-73.00184735788507,-55.59458715560443,-80.06376427682845
0,9.436399558850773,0.9145364464534185,2,Z0_2,3,-70.98676833919606,-75.1706120844631,-105.0,-75.24387334005901
0,9.239151551916871,0.2921472294928058,2,Z0_2,3,-73.18267386779276,-105.0,-53.93910533395864,-77.11274063583284
0,9.176392798273179,0.5784857011825821,2,Z0_2,4,-66.83510920766929,-74.05804720305152,-51.0330420035838,-84.33572698431756
0,9.571025013027485,0.49782581075184484,2,Z0_2,4,-73.41438307998443,-74.22656101581546,-52.92154860351757,-81.5115534167608
0,9.268138642367479,0.4444805760353724,2,Z0_2,4,-70.24955624665981,-72.43474790580352,-55.49909825292971,-86.69649220906422
0,9.237090244747884,0.7658582810513055,2,Z0_2,3,-68.68430482210525,-79.37779209333985,-105.0,-77.61427295554486
0,9.222889923307132,0.47738395774816167,2,Z0_2,4,-74.02243410047753,-75.99283552210719,-53.548731943780844,-73.85206659229772
0,8.904829949686256,0.3904792329616834,2,Z0_2,3,-67.86283582422669,-73.078965413984,-53.348715208252216,-105.0
0,8.393264115754189,0.43868591651423594,2,Z0_2,4,-68.84732364432317,-84.54869886042563,-51.919999777658134,-77.9207282758122
0,8.583614026931398,0.5597849485046287,2,Z0_2,3,-62.70363667547036,-77.97324904883355,-105.0,-77.84966284297977
0,8.505372393535254,0.0,2,Z0_2,4,-71.814053394777,-80.15372788206417,-56.24065458785951,-75.87104126423709
0,8.414314905143108,0.0,2,Z0_2,3,-105.0,-75.50147184316184,-56.54475975525585,-77.03535021542315
0,8.257967110356239,0.4185749035274662,2,Z0_2,4,-68.19226099901874,-80.01253490802262,-56.49502641136082,-75.26013614786082
0,8.334698834402362,0.6545588116148431,2,Z0_2,3,-69.70921558732111,-105.0,-55.18268919041176,-76.85020421984774
0,8.065399662596809,0.4925716121756661,2,Z0_2,4,-73.31834875171086,-73.93517736124838,-54.7908970436675,-81.4787308950353
0,7.678227992938239,0.4032585500171798,1,Z0_1,3,-105.0,-78.1681119827836,-64.73617062412578,-72.03992529508673
0,8.092190633888029,0.4475131124375851,2,Z0_2,4,-63.04580970260845,-75.08189368994387,-55.87178258702029,-76.57039469689771
0,8.260372295818112,0.9704126465261556,2,Z0_2,4,-60.76269491394935,-75.38941716974068,-53.68919509635634,-78.1095756377148
0,8.405497258469413,1.1902613814521812,2,Z0_2,3,-62.71210023546881,-74.56495332109455,-105.0,-78.45233703037849
0,7.970992725672498,1.081891498716375,1,Z0_1,3,-62.586944642861376,-105.0,-56.73671832715577,-74.4745012955105
0,7.913203314864733,0.757179980213365,1,Z0_1,3,-66.70933399222537,-78.54524432172043,-105.0,-79.24137229340334
0,8.406981008856379,0.6409720289399362,2,Z0_2,4,-72.8948964615826,-82.14594287145167,-54.1827911239829,-78.47790567064708
