session_id,x_m,y_m,zone_id,zone_name,n_visible,rssi_A1,rssi_A2,rssi_A3,rssi_A4
0,8.784968610610315,3.370933403374188,2,Z0_2,3,-84.32501200147067,-73.31745195104136,-105.0,-75.5717934631842
0,8.897692731307119,3.0676843375993923,2,Z0_2,3,-82.99854949925202,-71.96882873419482,-84.04083811762487,-105.0
0,8.504859949090807,3.0324709825505693,2,Z0_2,3,-78.42747776430595,-105.0,-79.61673384481854,-74.94383632044122
0,8.566457891348357,2.7953682118226584,2,Z0_2,4,-80.34685775047953,-75.73608922455716,-83.4959578482163,-74.53489140450627
0,8.589674023655029,2.4570367927367314,2,Z0_2,4,-79.2671350161515,-70.1046000352739,-80.53980984502122,-74.85918428210134
0,8.557706902019298,2.059999527307452,2,Z0_2,4,-81.69759259816333,-73.09842788878004,-76.90569359053374,-80.00406798551872
0,8.628829559998584,2.4893342508274445,2,Z0_2,4,-81.01902970808096,-74.07725350873235,-78.65114658860445,-77.39910016145177
0,8.64307213360564,2.9083827862342213,2,Z0_2,4,-81.40089686566992,-72.77021106606615,-79.15310102251374,-77.2031810763974
0,8.691769381684198,2.511442552213949,2,Z0_2,4,-80.00596821785452,-71.16292017531269,-79.92392578986568,-74.75245968258378
0,8.547058134441889,2.7291725909785085,2,Z0_2,3,-105.0,-71.95939676709895,-83.75610579517752,-77.72171617613172
0,8.45205592895083,3.0452692833884525,2,Z0_2,4,-77.45533053325869,-78.91845656312749,-79.50104605692334,-75.55470209685664
0,8.125323550086302,3.0474544979407967,2,Z0_2,4,-74.83990680677394,-74.95975486498209,-83.5961910760901,-76.02967603029256
0,8.006447244654016,3.3334793446658217,2,Z0_2,3,-82.41909479496101,-105.0,-84.40284928104771,-74.43745352378804
0,8.440259901443454,3.533152433835,2,Z0_2,4,-71.40959982898711,-73.16362322693129,-83.52807115767752,-82.04511794632316
0,8.196857924522218,3.5488572905795346,2,Z0_2,4,-80.39691059027896,-77.86226290725645,-85.3588238287974,-77.34389340124243
0,8.645131875624525,3.4989277307256192,2,Z0_2,3,-83.88848869702576,-76.97661605493126,-82.93053510081951,-105.0
